X,Y,Z
-2.7001678943634033,0.04019486904144287,2.7715816497802734
-2.665903329849243,-0.07173911482095718,2.7751636505126953
-2.6414525508880615,0.15324263274669647,2.6713593006134033
-2.5347957611083984,0.12051496654748917,2.705014705657959
-2.517669677734375,-0.01750761829316616,2.7797224521636963
-2.440002202987671,-0.105007603764534,2.799283742904663
-2.533184051513672,-0.24681606888771057,2.7959041595458984
-2.6708221435546875,-0.26104798913002014,2.8061141967773438
-2.818669319152832,-0.13413545489311218,2.8042616844177246
-2.834044933319092,-0.1481209546327591,2.619121551513672
-2.8325016498565674,-0.1486373245716095,2.4732019901275635
-2.600921630859375,-0.29993653297424316,2.377950429916382
-2.570786952972412,-0.24974463880062103,2.4320967197418213
-2.5316898822784424,-0.18426701426506042,2.3909027576446533
-2.5576508045196533,-0.5075345039367676,2.4796664714813232
-2.556262969970703,-0.41146284341812134,2.424992561340332
-2.6597394943237305,-0.3904624283313751,2.3762173652648926
-2.7959072589874268,-0.47677934169769287,2.4991395473480225
-2.8207035064697266,-0.3302607536315918,2.5718891620635986
-2.693612575531006,-0.3160099685192108,2.669905662536621
-2.8344039916992188,-0.3466514050960541,2.6384384632110596
-2.673877477645874,-0.44822701811790466,2.653629779815674
-2.728583812713623,-0.48163965344429016,2.7472434043884277
-2.836794376373291,-0.3524013161659241,2.762266159057617
-2.5167813301086426,-0.5324058532714844,2.7522246837615967
-2.4482743740081787,-0.6686393618583679,2.693990707397461
-2.447519063949585,-0.7797444462776184,2.6650753021240234
-2.7870755195617676,-0.7574338316917419,2.685365915298462
-2.839656114578247,-0.7858231067657471,2.664301633834839
-2.6676225662231445,-0.6916425824165344,2.68814754486084
-2.724043130874634,-0.6585714817047119,2.541407346725464
-2.675748348236084,-0.6139810681343079,2.415212869644165
-2.3717057704925537,-0.7348135113716125,2.398843288421631
-2.26387357711792,-0.6147536635398865,2.3631908893585205
-2.225538492202759,-0.6223732829093933,2.517174243927002
-1.9368267059326172,-0.78472900390625,2.501572847366333
-2.1054728031158447,-0.6980512738227844,2.535168409347534
-1.9366337060928345,-0.576833963394165,2.444486141204834
-2.136153221130371,-0.552970826625824,2.4285635948181152
-1.9249850511550903,-0.5556291341781616,2.355478286743164
-2.1037232875823975,-0.424954891204834,2.4777400493621826
-2.060239553451538,-0.3823438584804535,2.356656789779663
-2.1939871311187744,-0.42778217792510986,2.435030937194824
-2.327296495437622,-0.3939037621021271,2.5450029373168945
-2.2432186603546143,-0.38982093334198,2.544208526611328
-2.2297568321228027,-0.5202207565307617,2.605673313140869
-2.214327096939087,-0.5195209980010986,2.786616325378418
-2.2026515007019043,-0.32410040497779846,2.7210936546325684
-1.962399959564209,-0.36453258991241455,2.753169059753418
-2.0379445552825928,-0.3512570261955261,2.717796564102173
-2.0834603309631348,-0.5049542188644409,2.646094799041748
-2.117525100708008,-0.46666043996810913,2.7407467365264893
-2.1125223636627197,-0.46727365255355835,2.7777035236358643
-2.1503357887268066,-0.6084239482879639,2.7916414737701416
-2.0508933067321777,-0.675021767616272,2.612480401992798
-2.186224937438965,-0.7885764837265015,2.7569727897644043
-2.3127474784851074,-0.6443401575088501,2.611464738845825
-2.388815402984619,-0.780864953994751,2.7215585708618164
-2.2956531047821045,-0.698281466960907,2.9374330043792725
-2.3038318157196045,-0.6982710361480713,2.9908151626586914
-2.3608992099761963,-0.6131795048713684,2.84777569770813
-2.2043442726135254,-0.7817783951759338,2.9923744201660156
-2.175751209259033,-0.7002894282341003,2.8744699954986572
-2.0663223266601562,-0.498755544424057,3.0364041328430176
-2.134823799133301,-0.37824147939682007,2.9854259490966797
-2.203706979751587,-0.3860247731208801,2.9148635864257812
-2.317214250564575,-0.4980752766132355,2.997251510620117
-2.319460868835449,-0.45649170875549316,3.0422821044921875
-2.2910878658294678,-0.325958251953125,3.195019483566284
-2.1030972003936768,-0.33458325266838074,3.151247024536133
-2.247262477874756,-0.6694285869598389,3.1270124912261963
-2.454441785812378,-0.7714834809303284,3.0712740421295166
-2.4961330890655518,-0.6299728751182556,3.100802183151245
-2.6465628147125244,-0.6141230463981628,3.1504249572753906
-2.4511234760284424,-0.376212477684021,3.269054651260376
-2.488906145095825,-0.4222276210784912,2.887467861175537
-2.420023202896118,-0.35106223821640015,2.844876289367676
-2.6520161628723145,-0.7271053194999695,2.9779551029205322
-2.664548397064209,-0.7434026002883911,3.0561015605926514
