step,sec,dump
8931,0.009,Nsync-grv=         0 Nsync-hyd=       430  BhddddeeeEEccCJJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyy??A0000000kT77777
8932,0.318,Nsync-grv=      2251 Nsync-hyd=     13933  ::::::rrrDEe****tttxxXXXeEcJ999999999HHHHHHHH[[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++++l"""""ooo???AAA)0Kk17F----
8933,0.009,Nsync-grv=         0 Nsync-hyd=       406  BbddddeeeeEcJJJJJJJJJJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyy??000000000kT777
8934,2.660,Nsync-grv=    251011 Nsync-hyd=     37497  :****************************************tttttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXE999HH[[[yy++++oA0F
8935,0.008,Nsync-grv=         0 Nsync-hyd=       403  BhhddddDeeeeeECJJJJJJJJ999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[[yyyyyyy???0000000001T77777
8936,0.310,Nsync-grv=      2243 Nsync-hyd=     14047  :::::::rrrDEe***tttxxxXXeecJ9999999999HHHHHHH[[[[[[[[yyyyyy++++++++++++++++++++++++++++++++l"""""oo??????AAAAI0KkTTF----
8937,0.008,Nsync-grv=         0 Nsync-hyd=       407  BhdddddeeeeEEcCJJJJJJJJ9999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[yyyyyyyyyyyy??00000000k177777
8938,6.046,Nsync-grv=   1081284 Nsync-hyd=    252409  d***********************************ttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXecC999999HHHHH[[[[yyyyy+"??A00T7
8939,0.009,Nsync-grv=         0 Nsync-hyd=       443  BhHddddeeeeEEccCJJJJJJj99999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[[[[[yyyyyy??A00000000kT7777777777F
8940,0.286,Nsync-grv=      2241 Nsync-hyd=     13928  :::::::rrrDE*****ttxxxXXeEcJ99999999999HHHHHHH[[[[[[yyyyyy+++++++++++++++++++++++++++++++++++ll"""""ooo????AAA)00K1TF---
8941,0.008,Nsync-grv=         0 Nsync-hyd=       420  BbhdddddDeeeEEccCJJJJJJJJ9999999999999999999999999999999999999999999999999999999999HHHHHHHHHH[[[[[yyyyyyy?A000000001T777
8942,2.852,Nsync-grv=    250915 Nsync-hyd=     37422  :************************************tttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXe999HH[y++++"?0F
8943,0.010,Nsync-grv=         0 Nsync-hyd=       426  BhddddeeeEcccCJJJJJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyy??0000000kT7777
8944,0.304,Nsync-grv=      2212 Nsync-hyd=     14021  ::::::rrrDDE*****ttxXBeEC99999999999HHHHHHH[[[[[yyyyyyy++++++++++++++++++++++++++++++++++l"""""oo?????AAAA00K1T7--------
8945,0.008,Nsync-grv=         0 Nsync-hyd=       431  BbhdddddeeeeEEcCCJJJJJJJ9999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[yyyyyyyyyyy???00000000k1T777
8946,4.604,Nsync-grv=    621244 Nsync-hyd=    115747  r*********************************tttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXdEC9999HHH[[[[yyyy+++?A017
8947,0.009,Nsync-grv=         0 Nsync-hyd=       438  BhddddeeeEEcccCCJJJJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyyyy???A000000kT7777
8948,0.326,Nsync-grv=      2172 Nsync-hyd=     13983  ::::::rrDdE****ttxxXeEcJ99999999HHHHHHHH[[[[[[[[[[yyyyyyyy++++++++++++++++++++++++++++++++++++++l"""""oo??AAAA00K17F----
8949,0.010,Nsync-grv=         0 Nsync-hyd=       430  BhddddeeEEcccJJJJJJj99999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyyyyyyyyy??????A00000001777
8950,2.827,Nsync-grv=    250822 Nsync-hyd=     37366  :**************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXe999HH[[yy++++?AkF
8951,0.010,Nsync-grv=         0 Nsync-hyd=       405  BhhdddddeeEEcccCJJJJJJJJ999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyyyy??A0000000kT77777
8952,0.298,Nsync-grv=      2194 Nsync-hyd=     14037  ::::::rrrDde****ttxxXXeEc999999999999HHHHHHH[[[[[[yyyyyy++++++++++++++++++++++++++++++++++++ll"""""oo????AAA)0Kk17F-----
8953,0.009,Nsync-grv=         0 Nsync-hyd=       412  BhdddddeeeeEcCJJJJJJJ9999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyy?0000000kT777
8954,5.965,Nsync-grv=    874012 Nsync-hyd=    192064  D*****************************ttttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXEcj9999HHHHH[[[[yyyyy++?A001T
8955,0.009,Nsync-grv=         0 Nsync-hyd=       431  BBhddddeeEEEccccccCJJJJJJj9999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[[yyyyyyyyyy??000000000kT77777
8956,0.292,Nsync-grv=      2181 Nsync-hyd=     13981  :::::::rrDdE*****ttxxXXeEcJ999999999HHHHHHHH[[[[[[[[yyyyyyyy++++++++++++++++++++++++++++++++++ll"""""oo???AAAA00K1TF----
8957,0.008,Nsync-grv=         0 Nsync-hyd=       421  BhdddddeeeeEEcCJJJJJJJJ999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[yyyyyyyyyyyyyyyyy??0000000kT777
8958,3.030,Nsync-grv=    250673 Nsync-hyd=     37302  :***********************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXe999HH[[yy++++"A0F
8959,0.010,Nsync-grv=         0 Nsync-hyd=       400  BbhddddddeeeeEcccCJJJJJJJJJJ9999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyyy???000000000kT777
8960,0.291,Nsync-grv=      2187 Nsync-hyd=     14054  ::::::rrrDEe****ttxxXXeEC999999999999HHHHHHH[[[[[[[[yyyyy+++++++++++++++++++++++++++++++++++l""""""oo???AAAA00K1T7------
8961,0.008,Nsync-grv=         0 Nsync-hyd=       417  BhdddddeeeeeEccCJJJJJJJJ9999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[yyyyyyyy???A00000000kT7777
8962,4.713,Nsync-grv=    621132 Nsync-hyd=    115505  r********************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXec99999HHH[[yyy++"?0017
8963,0.010,Nsync-grv=         0 Nsync-hyd=       427  BhdddddeeeEccCCJJJJJJJ99999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[yyyyyyyyyyyyyyyyy??A0000000177777
8964,0.305,Nsync-grv=      2174 Nsync-hyd=     13997  ::::::rrrDE****ttxxxXXXeEC99999999999HHHHHHH[[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++l""""ooo???AAAA)00k17F----
8965,0.008,Nsync-grv=         0 Nsync-hyd=       442  BhdddddeeeeEccCJJJJJJJ999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyy??0000000kT777
8966,2.643,Nsync-grv=    250452 Nsync-hyd=     37211  :******************************************tttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXc999HH[[yy++++oA0F
8967,0.009,Nsync-grv=         0 Nsync-hyd=       412  BhdddddeeeEEcccCJJJJJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyy???0000000017777
8968,0.307,Nsync-grv=      2220 Nsync-hyd=     14055  ::::::rrrDdE*****ttxxxXXeEC99999999999HHHHHH[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++l"""""oo????AAAA00KkT7F-----
8969,0.008,Nsync-grv=         0 Nsync-hyd=       427  BhdddddeeeeEcCJJJJJJj99999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyyy??A000000kT777
8970,6.303,Nsync-grv=   1600000 Nsync-hyd=    254311  E********************************************tttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXeEC9999999HHHH[[yyyy++?0017F
8971,0.008,Nsync-grv=         0 Nsync-hyd=       405  BbhddddeeeeEccCJJJJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyy???A000000001T77777F
8972,0.285,Nsync-grv=      2261 Nsync-hyd=     14043  :::::::rrDdEe***tttxxxXXdeEC99999999999HHHHHHHH[[[[[[yyyyyy+++++++++++++++++++++++++++++++++ll"""""ooo????AAA)0Kk1TF----
8973,0.009,Nsync-grv=         0 Nsync-hyd=       409  BhdddddeeeEEcCJJJJJJJ999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[yyyyyyyyyyyyyyy???00000000kT777
8974,2.724,Nsync-grv=    250342 Nsync-hyd=     37091  :**************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXe999HH[[yy++++"?A1F
8975,0.008,Nsync-grv=         0 Nsync-hyd=       372  BhddddeeeEEccCJJJJJJJ99999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyy???00000000kT777
8976,0.319,Nsync-grv=      2294 Nsync-hyd=     14052  ::::::rrrDdE****tttxxXBeEC999999999HHHHHHH[[[[[[[[yyyyyyyy+++++++++++++++++++++++++++++++++++l"""""ooo???AAA)0KkT7F-----
8977,0.009,Nsync-grv=         0 Nsync-hyd=       436  BhdddddeeeEEcccCJJJJJJJ99999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[[[yyyyyyy??A0000000kT7777
8978,4.646,Nsync-grv=    620979 Nsync-hyd=    115221  r**********************************tttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXdcC9999HHH[[[[yyyy++oA001F
8979,0.009,Nsync-grv=         0 Nsync-hyd=       399  BhHdddeeeeeEEcCJJJJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyy???A0000000kT77777
8980,0.322,Nsync-grv=      2307 Nsync-hyd=     14017  ::::rrrrrDE****tttxxXXBecC9999999999HHHHHHH[[[[[[yyyyyyyy++++++++++++++++++++++++++++++++ll""""oo?????AAA00K1TF---------
8981,0.010,Nsync-grv=         0 Nsync-hyd=       467  BhdddddeeeEEccCCJJJJJJJ99999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[yyyyyyyyyyyyyyyy????00000001T777
8982,2.477,Nsync-grv=    250293 Nsync-hyd=     37040  :e***********************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXC999HH[yy++++oAKF
8983,0.008,Nsync-grv=         0 Nsync-hyd=       391  BhddddeeeEEcccCJJJJJJJ9999999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[[[[[[[[[yyyyy???0000000k17777
8984,0.297,Nsync-grv=      2380 Nsync-hyd=     14071  ::::::rrrDEe***tttxxxxXBeEC9999999999HHHHHHHH[[[[[[[[yyyyyyyy++++++++++++++++++++++++++++++++++ll"""""oo???AAAI0KkTF----
8985,0.009,Nsync-grv=         0 Nsync-hyd=       435  BhddddeeeeEcCJJJJJJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyy??A0000000kT777
8986,5.330,Nsync-grv=    874296 Nsync-hyd=    191767  D************************************tttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXec999999HHHH[[[yyyy++?A00K17
8987,0.009,Nsync-grv=         0 Nsync-hyd=       393  BhdddddeeEEcCCJJJJJJJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[yyyyyyyyyyyyyy???000000000kT777777
8988,0.316,Nsync-grv=      2371 Nsync-hyd=     14004  :::::rrrDde****tttxxXXXeEC999999999HHHHHHHH[[[[[[[[[yyyyyyyy+++++++++++++++++++++++++++++++++l"""""oo???AAAA00K17F------
8989,0.010,Nsync-grv=         0 Nsync-hyd=       428  BhddddeeeEEccCJJJJJJ999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyyy??A0000000kT777
8990,2.612,Nsync-grv=    250182 Nsync-hyd=     36934  :********************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXE999HH[[yy++++"?AWF
8991,0.009,Nsync-grv=         0 Nsync-hyd=       392  BhdddddeeeeEcCJJJJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyy??A0000000kT7777
8992,0.321,Nsync-grv=      2434 Nsync-hyd=     14032  :::::rrrrDEe****ttxxxXXeEC99999999999HHHHHH[[[[[yyyyyyy++++++++++++++++++++++++++++++++l""""ooo??????AAAA00KkTF---------
8993,0.010,Nsync-grv=         0 Nsync-hyd=       463  BhdddeeeEEcccCJJJJJJ99999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyy??A0000000k777
8994,4.432,Nsync-grv=    620504 Nsync-hyd=    114893  r************************************ttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXEc99999HHH[[[[yyy+++?A01T
8995,0.008,Nsync-grv=         0 Nsync-hyd=       384  BhdddddeeEEccccCJJJJJJJ999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyy????A00000000kT77777
8996,0.335,Nsync-grv=      2440 Nsync-hyd=     13969  ::::::rrrDEe****tttxxXXXeEC999999999HHHHHHHH[[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++ll"""ooo??????AAA)0K1TF-----
8997,0.010,Nsync-grv=         0 Nsync-hyd=       452  BhdddddeeeEEcCJJJJJJJ99999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyyyyyyyyy??00000000177777777
8998,2.745,Nsync-grv=    250038 Nsync-hyd=     36828  :***************************************ttttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXc999HH[[yyy+++l?AKF
8999,0.009,Nsync-grv=         0 Nsync-hyd=       403  BBhddddeeeeEEccJJJJJJJJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHH[[[[[[[yyyyyyy??000000000k1T7777
9000,0.306,Nsync-grv=      2428 Nsync-hyd=     14008  ::::::rrrDEe****ttxXXeEC99999999999HHHHHHH[[[[[[yyyyyyyy+++++++++++++++++++++++++++++++++++++l"""""oo?????AAA)00K1TF----
9001,0.009,Nsync-grv=         0 Nsync-hyd=       502  BhddddeeeeEcCJJJJJJJ999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[[[[[yyyyyyyy??00000000kT777
9002,5.575,Nsync-grv=   1080110 Nsync-hyd=    251562  D*****************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXecC99999999HHHH[[[yyyy++??)0W1T
9003,0.009,Nsync-grv=         0 Nsync-hyd=       403  BhddddeeeEEcCJJJJJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[yyyyyyyyyy??A0000000kT777777
9004,0.299,Nsync-grv=      2414 Nsync-hyd=     13988  ::::::rrrDdE****tttxxXXXeEC99999999999HHHHHH[[[[[[[yyyyyyyy+++++++++++++++++++++++++++++++++l""""ooo?????AAAI0KkT7------
9005,0.010,Nsync-grv=         0 Nsync-hyd=       491  BhdddeeeEEcCCJJJJJJ9999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[yyyyyyyyyyyyyyyyyyy?A00000001777
9006,2.674,Nsync-grv=    249900 Nsync-hyd=     36732  :e***************************************ttttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXE999HH[[yy++++"?A0F
9007,0.007,Nsync-grv=         0 Nsync-hyd=       361  BhdddddeeeeEEcCCJJJJJJJ999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[yyyyyyyyy???00000000K1777777
9008,0.328,Nsync-grv=      2448 Nsync-hyd=     13987  ::::::rrrDEe**ttttxxxxxXXXDecJ999999999HHHHHHHH[[[[[[[yyyyyyyy++++++++++++++++++++++++++++++ll""""oo?????AAAA00K1TF-----
9009,0.009,Nsync-grv=         0 Nsync-hyd=       492  BhddddeeeEEcCJJJJJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyy??A00000000kT7777
9010,4.478,Nsync-grv=    619920 Nsync-hyd=    114511  r*************************************ttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXEc99999HHH[[[yyy++o?A01F
9011,0.008,Nsync-grv=         0 Nsync-hyd=       397  BhHdddddeeeeEECCJJJJJJJ999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[[[yyyyyy?????0000000k1T7777
9012,0.311,Nsync-grv=      2420 Nsync-hyd=     13918  :::::::rrDde*****ttxXXXeEC9999999999999HHHHH[[[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++l"""""oo??????AAAA000K1TF---
9013,0.012,Nsync-grv=         0 Nsync-hyd=       503  BhddddeeEEccCCCJJJJJJ99999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy???A000000kT7777
9014,2.543,Nsync-grv=    249658 Nsync-hyd=     36638  :******************************************tttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXE999HH[yy++++l?AkF
9015,0.009,Nsync-grv=         0 Nsync-hyd=       402  BhddddeeeEEcCJJJJJJ99999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[[[[yyyyyy????A000000K1T777
9016,0.317,Nsync-grv=      2467 Nsync-hyd=     13859  ::::::rrrDEe****ttxxxXXBeEC999999999HHHHHHHHH[[[[[[[[yyyyyyyy+++++++++++++++++++++++++++++++++ll""""ooo???AAA)00k1TF----
9017,0.010,Nsync-grv=         0 Nsync-hyd=       513  BhddddeeeeEEccCJJJJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyy?A000000kT777
9018,5.362,Nsync-grv=    874694 Nsync-hyd=    191557  D**********************************tttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXEc9999999HHHH[[[yyyy++?A001T
9019,0.008,Nsync-grv=         0 Nsync-hyd=       424  BhddddDeeeeEEcJJJJJJ99999999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[yyyyyyy???A0000000K1T7777
9020,0.322,Nsync-grv=      2571 Nsync-hyd=     13795  ::::::rrrDdE****tttxxXXXbecC9999999999HHHHHH[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++++l"""""oo?????AAA00K1TF------
9021,0.011,Nsync-grv=         0 Nsync-hyd=       533  BhddddeeEEccCCJJJJJj9999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyyyyyyyyyyyyy??A00000001T777
9022,2.433,Nsync-grv=    249387 Nsync-hyd=     36559  :************************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXc999HH[[yy++++"?AkF
9023,0.012,Nsync-grv=         0 Nsync-hyd=       439  BhddeeeeECJJJJ999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyyy???A00000K1T77
9024,0.311,Nsync-grv=      2614 Nsync-hyd=     13757  ::::::rrrDEe***ttttxxxxxxXXeEcJ9999999999HHHHHHH[[[[[[[yyyyyy++++++++++++++++++++++++++++++++++l"""""oo?????AAI0Kk17----
9025,0.011,Nsync-grv=         0 Nsync-hyd=       561  BhdddeeeEEEccCCJJJJJ9999999999999999999999999999999999999HHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[yyyyyyyyyy??0000000kT777
9026,4.467,Nsync-grv=    619245 Nsync-hyd=    114193  r************************************tttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXEC9999HHHH[[yyy++o?A01F
9027,0.011,Nsync-grv=         0 Nsync-hyd=       424  BhddddddeeEEccCCJJJJJJj99999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[yyyyyyyyyyy???A00000001T777
9028,0.321,Nsync-grv=      2674 Nsync-hyd=     13727  :::::rrrDde****ttttxxxXXdecJ9999999999HHHHHH[[[[[[yyyyy++++++++++++++++++++++++++++++++++++++l""""ooo????AAAAI0K1TF-----
9029,0.012,Nsync-grv=         0 Nsync-hyd=       534  BhdddeeeEEccCJJJJJ999999999999999999999999999999999HHHHHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyy??000000kT777
9030,2.556,Nsync-grv=    249147 Nsync-hyd=     36479  :**********************************************ttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXBC99HHH[[yy++++"?01F
9031,0.008,Nsync-grv=         0 Nsync-hyd=       397  BhddddeeeeeEcCJJJJJJ99999999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[yyyyyyyy???A000000K1T777
9032,0.304,Nsync-grv=      2728 Nsync-hyd=     13741  ::::::rrrDE*****tttxxxXXeEcJ99999999HHHHHHHHH[[[[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++ll""""ooo????AAA)00K1TF---
9033,0.011,Nsync-grv=         0 Nsync-hyd=       534  BhdddeeeeEEcCJJJJJ99999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHK[[[[[[[[[[[[[[[[yyyyyy???A000000017777
9034,5.710,Nsync-grv=   1386910 Nsync-hyd=    253397  D**************************************************ttttttttttttttttxxxxxXXXXXXXXXXXXXXXXeEj9999999HHHHH[[[yyyyy++?A00k17
9035,0.008,Nsync-grv=         0 Nsync-hyd=       391  BhddddeeeEEcCJJJJJJJJ999999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[yyyyyyyyyyyyyyy???A00000000kT77777
9036,0.302,Nsync-grv=      2698 Nsync-hyd=     13723  :::::::rrDdE*****tttxxxXXXDecJ9999999999HHHHHHH[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++l"""""""oo???AAAI0KkT7----
9037,0.011,Nsync-grv=         0 Nsync-hyd=       511  BhddddeeeEEcCCJJJJJj99999999999999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[yyyyyyyyyyyyyyyyyyy??A000000kT777
9038,2.666,Nsync-grv=    248810 Nsync-hyd=     36386  :*********************************************ttttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXeJ999HH[yyy+++l?AWF
9039,0.008,Nsync-grv=         0 Nsync-hyd=       369  BhHddddeeeeEcCJJJJJJ999999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[yyyyyyyy???000000K177777
9040,0.321,Nsync-grv=      2712 Nsync-hyd=     13645  :::::::rrDde*****tttxxxXXHecCJ9999999999HHHHHHH[[[[[[[yyyyyyy+++++++++++++++++++++++++++++++++ll""""ooo????AAAA00K1TF---
9041,0.011,Nsync-grv=         0 Nsync-hyd=       488  BhddddeeeEccCJJJJJJ9999999999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[yyyyyyyyyy??0000000k7777
9042,4.090,Nsync-grv=    618658 Nsync-hyd=    113880  r*************************************************ttttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXXXEc99999HHHH[[[yyyy+++?A001F
9043,0.009,Nsync-grv=         0 Nsync-hyd=       325  BhdddddeeeeEEcCJJJJJJJ999999999999999999999999999999999999999999999999999HHHHHHHHHHHHH[[[[[[[[[yyyyyyy???A000000K1777777
9044,0.316,Nsync-grv=      2795 Nsync-hyd=     13604  ::::::rrrDEe*****tttxxXXhecJ9999999999HHHHHHH[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++++l"""""oo???AAA)00K1TF-----
9045,0.011,Nsync-grv=         0 Nsync-hyd=       454  BhdddddeeEEcccCJJJJJJj99999999999999999999999999999999999999999HHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[yyyyyyy??0000000kT7777
9046,2.728,Nsync-grv=    248617 Nsync-hyd=     36336  :**********************************************ttttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeJ999HH[yyy++++oA0F
9047,0.008,Nsync-grv=         0 Nsync-hyd=       324  BhdddddeeeeEEcCCJJJJJJ9999999999999999999999999999999999999999999999999999999999HHHHHHHHHH[[[[[yyyyyy????00000000kT77777
9048,0.300,Nsync-grv=      2894 Nsync-hyd=     13554  :::::::rrDdE*******ttxxXXXeEc999999999999HHHHHHH[[[[[[yyyy+++++++++++++++++++++++++++++++++++++ll""""ooo????AA)00K1TF---
9049,0.010,Nsync-grv=         0 Nsync-hyd=       433  BhdddddeeeEEccCJJJJJJ99999999999999999999999999999999999999999999HHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[yyyyyyy???0000000kT7777
9050,5.769,Nsync-grv=    875005 Nsync-hyd=    191272  D**********************************ttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXhEc9999999HHH[[[yyyy++"A0017
9051,0.009,Nsync-grv=         0 Nsync-hyd=       291  BhddddddeeeEEccCCJJJJJJJ999999999999999999999999999999999999999999HHHHHHHHHHHHHHH[[[[[yyyyyyyyyyyyyyy???00000000kT77777F
9052,0.336,Nsync-grv=      2993 Nsync-hyd=     13582  ::::::rrrDEe***tttttxxxxxxxxXXXeEC9999999999HHHHHHH[[[[[yyyyyy++++++++++++++++++++++++++++++++++l"""""oo??AAAA00K1TF----
9053,0.013,Nsync-grv=         0 Nsync-hyd=       418  BBddddeeEEccccCJJJJJJJ99999999999999999999999999999999HHHHHHHHHHHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[yyyyyyy?????A00000000kT777
9054,2.744,Nsync-grv=    248396 Nsync-hyd=     36244  :********************************************tttttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXC999HH[yy+++++oAKF
9055,0.008,Nsync-grv=         0 Nsync-hyd=       306  BhddddddeeeEcCJJJJJJJ999999999999999999999999999999999999999999999999999HHHHHHHHHHHH[[[[[[[[[[yyyyyyyy??A000000k17777777
9056,0.319,Nsync-grv=      3050 Nsync-hyd=     13482  :::::::rrDde******tttxxXXXeEC99999999999HHHHHHHH[[[[[[yyyyyyy++++++++++++++++++++++++++++++++++ll"""""oo???AAAI00K1TF---
9057,0.010,Nsync-grv=         0 Nsync-hyd=       432  BhddddeeeeEEcCCJJJJJj9999999999999999999999999999999999999999999999999HHHHHHHHHHHHHH[[[[[[[[[[[yyyyyyyyy??A0000000kT7777
