step,sec,dump
5617,2.367,Nsync-grv=    591018 Nsync-hyd=    132480  :***********************************ttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXecC9999HHH[[[[yyyy++++???A001TF
5618,0.130,Nsync-grv=         0 Nsync-hyd=      5896  ::rEeDEJ9999HHH[[[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""""ooo????AAAA)00KK1TF-
5619,1.056,Nsync-grv=    181504 Nsync-hyd=     37701  :r*****************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXec999HHH[[yy+++++++l"?AIKTF
5620,0.129,Nsync-grv=         0 Nsync-hyd=      5926  :rDEeecJ9999HH[[yy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll""""""""ooo??????AAA)00KK17F-
5621,3.376,Nsync-grv=   1242021 Nsync-hyd=    304049  r**************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeEccC99999999HHH[[yyyy++??AA001T7
5622,0.125,Nsync-grv=         0 Nsync-hyd=      6056  ::rEeDEJ999HHHH[[[[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++l""""""""oooo?????AAAAA)0KKkT7F-
5623,1.041,Nsync-grv=    181430 Nsync-hyd=     37718  :r******************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXe9999H[[yy++++++++"??)01F
5624,0.128,Nsync-grv=         0 Nsync-hyd=      6073  ::DEeec9999HHH[[[[yyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll""""""""oooo??????AAAAI0KK1TF-
5625,2.299,Nsync-grv=    591982 Nsync-hyd=    132743  r************************************tttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXEcC99999HHH[[[[yyy+++l??A001TF
5626,0.124,Nsync-grv=         0 Nsync-hyd=      6151  ::DEeecJ9999HHH[[[yyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll""""""""oooo?????AAAA)0KKk17F-
5627,1.178,Nsync-grv=    181482 Nsync-hyd=     37499  :r**********************************tttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeC99HH[[[[yy++++++++"??A0KTF
5628,0.125,Nsync-grv=         0 Nsync-hyd=      6207  ::rEeeEJ9999HHH[[[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""""ooo????AAAA)00Kk1TF-
5629,3.379,Nsync-grv=    945876 Nsync-hyd=    273100  r*****************************tttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeEcccC999999HHH[[[yyyy+++?A0001T7
5630,0.122,Nsync-grv=         0 Nsync-hyd=      6223  ::DEeec99999HHH[[[[[yy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll"""""""""ooo????AAAA)00KK1TFF
5631,1.150,Nsync-grv=    181388 Nsync-hyd=     37511  :D************************************ttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeC99HH[[[yy+++++++"??A0TF
5632,0.130,Nsync-grv=         0 Nsync-hyd=      6250  :rDEeecJ9999HHH[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++llll"""""""oooo??????AAAAAI0KKkTFF-
5633,2.444,Nsync-grv=    592885 Nsync-hyd=    132948  r*******************************ttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXeEc99999HHH[[[yyyy++++?AA01TF
5634,0.139,Nsync-grv=         0 Nsync-hyd=      6314  :rDEBec9999HHHH[[[[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""ooo?????AAAA)0KKkTFF-
5635,1.112,Nsync-grv=    181511 Nsync-hyd=     37400  :r*****************************************ttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXEc999HH[[[yy++++++++"??0KTF
5636,0.129,Nsync-grv=         0 Nsync-hyd=      6303  :rDEeeC9999HHHH[[[[yy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll""""""""ooo?????AAAA)00Kk1TF-
5637,3.415,Nsync-grv=   1381606 Nsync-hyd=    304553  D*******************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXeEEcccCC9999999HHHH[[yyyyy++o?A0001T7
5638,0.128,Nsync-grv=         0 Nsync-hyd=      6353  :rDEeecJ9999HHH[[[[[[y+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll""""""""ooo?????AAAA)00KK1T7F-
5639,1.088,Nsync-grv=    181678 Nsync-hyd=     37386  :r***************************************tttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXhEJ999H[[yy+++++++++"??IKTF
5640,0.121,Nsync-grv=         0 Nsync-hyd=      6347  ::DEeec9999HHHH[[[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""""ooo??????AAAA)0KKk1TF-
5641,2.203,Nsync-grv=    593818 Nsync-hyd=    133167  :***************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeEC99999HHH[[[yyy++++o?A001TF
5642,0.126,Nsync-grv=         0 Nsync-hyd=      6387  ::rEeecJ9999HHH[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""""ooo?????AAAAI0KK1TF-
5643,1.027,Nsync-grv=    181831 Nsync-hyd=     37227  :r**********************************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXBcJ999HH[[[yy++++++++"o?A0KTF
5644,0.133,Nsync-grv=         0 Nsync-hyd=      6444  ::DEeec9999HHHH[[[[[yy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++l"""""""oooo???????AAAA)00Kk1TF-
5645,3.008,Nsync-grv=    944745 Nsync-hyd=    272403  r**************************************tttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXdeEcC9999999HHHHH[[[yyyyy+++"?AI0001T7
5646,0.143,Nsync-grv=         0 Nsync-hyd=      6370  ::DEdEC9999HHH[[[y++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""ooo?????AAAAA)0KK1TFF
5647,1.111,Nsync-grv=    181697 Nsync-hyd=     37207  :D*************************************ttttttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXDc999HH[yy+++++++"o?A01F
5648,0.122,Nsync-grv=         0 Nsync-hyd=      6430  ::rEeDEJ99999HHH[[yyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll"""""""""ooo????AAAAA)0KKk1TF-
5649,2.414,Nsync-grv=    594672 Nsync-hyd=    133431  :********************************ttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXecC9999HHH[[[[yyy++++o?A001TF
5650,0.132,Nsync-grv=         0 Nsync-hyd=      6447  ::DEBeJ9999HHH[[[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""oooo?????AAAA)0KK1TF-
5651,1.094,Nsync-grv=    181797 Nsync-hyd=     37029  :r*****************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXeC99HHH[[yy+++++++lo??A0TF
5652,0.122,Nsync-grv=         0 Nsync-hyd=      6480  ::rEeeEJ99999HHH[[[y+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""""ooo?????AAAAA)0KKk1TF-
5653,3.276,Nsync-grv=   1241017 Nsync-hyd=    303176  D******************************************tttttttttttttttttxxxxxxXXXXXXXXXXXXXXXXXeEEcC99999999HHHH[[[yyyy+++??AA00k1T7
5654,0.134,Nsync-grv=         0 Nsync-hyd=      6526  ::rrEeEcccC9999HHHH[[[[yyyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""oooo??????AAAAAI0KK1T7F--
5655,1.250,Nsync-grv=    181841 Nsync-hyd=     36951  :D********************************tttttttttttttttttttttttxxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXE999HH[[y+++++++lo?A01F
5656,0.132,Nsync-grv=         0 Nsync-hyd=      6556  ::DEeecJ999HHHH[[[[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll""""""""ooo?????AAAAI0KK1TF-
5657,2.413,Nsync-grv=    595595 Nsync-hyd=    133652  r**********************************tttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXec99999HHH[[[yyy+++"??AA01T7
5658,0.130,Nsync-grv=         0 Nsync-hyd=      6548  ::DEeec99999HHH[[yyyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll""""""""ooo?????AAAAI0KK1TF-
5659,1.151,Nsync-grv=    182024 Nsync-hyd=     36762  :r************************************ttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXE999HH[[yy+++++++"o?AKT-
5660,0.125,Nsync-grv=         0 Nsync-hyd=      6580  ::DEeeC99999HHH[[yyyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll"""""""oooo???????AAAAA)00KK1TF-
5661,2.951,Nsync-grv=    943462 Nsync-hyd=    271667  r***************************************ttttttttttttttttttxxxxxxxxXXXXXXXXXXXXXXXXXeEccC9999999HHHHH[[[yyyyy+++??A00K1T7
5662,0.128,Nsync-grv=         0 Nsync-hyd=      6535  ::DEeecj9999HHH[[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll""""""""ooo?????AAAA)00KKk17F-
5663,1.047,Nsync-grv=    182363 Nsync-hyd=     36819  :re*******************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXeC999HH[[yy++++++++l"?A0kT-
5664,0.130,Nsync-grv=         0 Nsync-hyd=      6569  ::DEeec999999HH[[[[y++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""oooo???????AAAAI0KK1TF-
5665,2.433,Nsync-grv=    596342 Nsync-hyd=    133832  r********************************tttttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeEC9999HHH[[[yyy+++l??A01TF
5666,0.132,Nsync-grv=         0 Nsync-hyd=      6505  ::DEeec99999HHHH[[[[yy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll""""""""oooo????AAAA)0KKkTF-
5667,1.230,Nsync-grv=    182451 Nsync-hyd=     36738  :D********************************ttttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXc999HH[[yy+++++++"o?)0TF
5668,0.137,Nsync-grv=         0 Nsync-hyd=      6552  :rDEBEc9999HHHH[[[[[[yy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""ooo??????AAAAI0KKkTFF-
5669,3.608,Nsync-grv=   1479479 Nsync-hyd=    303736  D***************************************tttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXeEcC9999999HHHH[[[yyy+++??A0001T7
5670,0.127,Nsync-grv=         0 Nsync-hyd=      6489  ::DEeec999999HH[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++l""""""""oooo??????AAAAA)00KKkTF-
5671,1.205,Nsync-grv=    182595 Nsync-hyd=     36661  :D*********************************tttttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXX#c999HH[yy+++++++"oA0KTF
5672,0.129,Nsync-grv=         0 Nsync-hyd=      6473  ::rEeec99999HHH[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++llll""""""""ooo?????AAAA)00Kk17F-
5673,2.471,Nsync-grv=    597102 Nsync-hyd=    134007  r********************************tttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeEcC9999HHH[[[[yyyy++++??A001TF
5674,0.129,Nsync-grv=         0 Nsync-hyd=      6443  ::DEeec99999HHH[[[[y+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll""""""""ooo????AAAAA00KKkTF-
5675,1.150,Nsync-grv=    182665 Nsync-hyd=     36553  :r**************************************tttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXc999HH[[yy+++++++"???A017-
5676,0.154,Nsync-grv=         0 Nsync-hyd=      6502  :rEeEcccC99HHHHH[[[[[[[[[[yyyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll""""""ooo?????AAAAA00000K1TF-
5677,3.124,Nsync-grv=    942156 Nsync-hyd=    270938  r**********************************ttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXeEcC999999HHHH[[[[[yyyy++"?A00K1TF
5678,0.160,Nsync-grv=         0 Nsync-hyd=      6509  ::rdeeEcccC999HHHH[[[[[[[[[[[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll"""""oooo??????AAAA)0KK17F-
5679,1.079,Nsync-grv=    182864 Nsync-hyd=     36489  :r*****************************************tttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXE999HH[[yy++++++++"??A01F
5680,0.130,Nsync-grv=         0 Nsync-hyd=      6566  :rDEeecJ9999HHH[[yyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++l"""""""oooo?????????AAAAAI0KK1TF-
5681,2.315,Nsync-grv=    598000 Nsync-hyd=    134179  r***********************************ttttttttttttttttttttttxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeEC9999HHH[[[[yyy+++"?A001TF
5682,0.138,Nsync-grv=         0 Nsync-hyd=      6534  ::DEdEC9999HHH[[[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""oooo?????AAAA)0KKkTFF
5683,1.231,Nsync-grv=    182991 Nsync-hyd=     36531  :D********************************ttttttttttttttttttttttxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXXXEc99HH[[yyy+++++++"?A01F
5684,0.137,Nsync-grv=         0 Nsync-hyd=      6653  ::DEeecJ999HHHH[[[[[[y++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll"""""""oooo??????AAAA)0KKkTF-
5685,3.648,Nsync-grv=   1239773 Nsync-hyd=    302332  D********************************tttttttttttttttttttttxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeEccC9999999HHH[[yyy++??A001T7
5686,0.127,Nsync-grv=         0 Nsync-hyd=      6649  ::rEeeEC99999HHH[[[[yyyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll"""""""""ooo????AAAA)00Kk1TF-
5687,1.165,Nsync-grv=    183008 Nsync-hyd=     36501  :D***********************************ttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXec99HHH[[[y+++++++lo?A0TF
5688,0.132,Nsync-grv=         0 Nsync-hyd=      6754  :rDEeec99999HHH[[[[[y++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll"""""""oooo???????AAA)00Kk17F-
5689,2.416,Nsync-grv=    598769 Nsync-hyd=    134326  :************************************ttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXEEcccccCC9999HHH[[[[yyy++++"??A001TF
5690,0.136,Nsync-grv=         0 Nsync-hyd=      6832  ::DEBecJ9999HHHH[[[yyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll""""""""ooo????AAAA)00Kk1TF-
5691,1.157,Nsync-grv=    183025 Nsync-hyd=     36471  :D*************************************tttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXEJ99HH[[yy+++++++++l"??A0KTF
5692,0.141,Nsync-grv=         0 Nsync-hyd=      6887  :rDEheC99999HHH[[[[yy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll"""""""ooo??????AAAAI0KK1TF-
5693,3.183,Nsync-grv=    940975 Nsync-hyd=    270057  r********************************ttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeEcCj999999HHHH[[[yyyy+++l??A0001T7
5694,0.127,Nsync-grv=         0 Nsync-hyd=      6915  ::rEeeEJ9999HHHH[[[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++llll""""""""ooo??????AAAA)0KKk1TF-
5695,1.143,Nsync-grv=    182998 Nsync-hyd=     36477  :D**************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeC99HH[[yy+++++++++"??A0TF
5696,0.141,Nsync-grv=         0 Nsync-hyd=      7000  ::DEdEC99999HH[[[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll""""""oooo?????????AAAAA)0KK1TF-
5697,2.510,Nsync-grv=    599545 Nsync-hyd=    134470  r******************************tttttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXEc9999HHH[[[[yyy+++"??A01TF
5698,0.127,Nsync-grv=         0 Nsync-hyd=      7016  ::DEeecJ9999HHHH[[[[yyyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll""""""""ooo?????AAAAAI0KKkT7F-
5699,1.137,Nsync-grv=    183110 Nsync-hyd=     36420  :r**************************************ttttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeJ99HH[[yy+++++++l"??0KT-
5700,0.134,Nsync-grv=         0 Nsync-hyd=      7102  ::rEeecJ99999HHH[[yyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""oooo????????AAAAA)00KkT7F-
5701,3.784,Nsync-grv=   1381890 Nsync-hyd=    302954  D*********************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXeEcC999999HHHH[[[[yyyy++o?A001T7
5702,0.125,Nsync-grv=         0 Nsync-hyd=      7093  ::rEEdeC999999HHH[[yyyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++l""""""""oooo?????AAAAAAI0KKk17F--
5703,1.099,Nsync-grv=    183119 Nsync-hyd=     36334  :r******************************************ttttttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXeC999HH[yyy+++++++lo?A0KTF
5704,0.143,Nsync-grv=         0 Nsync-hyd=      7258  ::rDEdEcJ999HHHHH[[[[[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll"""""""ooo??????AAAAA)0KKkT7F-
5705,0.002,Nsync-grv=         0 Nsync-hyd=         1  BBBBhhdddddddddddddddddddddDcccccccccJJJJJJJJJJJJJJJH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[y???000000000Kkkk11T77777777777777777F
5706,2.138,Nsync-grv=    600297 Nsync-hyd=    134647  :******************************************tttttttttttttttttttxxxxxxxxxxxxxXXXXXXXXXXXXXXXecC99999HHH[[[[yyy++++o?A001TF
5707,0.131,Nsync-grv=         0 Nsync-hyd=      7246  ::DEeecJ9999HHHH[[[[[[yyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll""""""""ooo?????AAAA)00Kk1TF-
5708,1.084,Nsync-grv=    183164 Nsync-hyd=     36350  :r*******************************************tttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXEccJ99HH[[yyy+++++++"o??0KTF
5709,0.002,Nsync-grv=         0 Nsync-hyd=         2  BhhdddddddddddddddddddddEccccccccccJJJJJJJJJJJJJJJJJH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yy??000000000KkkkT77777777777777F
5710,0.132,Nsync-grv=         0 Nsync-hyd=      7436  ::DEdEcJ9999HHHH[[[[[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll""""""ooooo???????AAAAA)00Kk1TFF
5711,0.003,Nsync-grv=         0 Nsync-hyd=        19  BBhhHdddddddddddddEcccccccccCJJJJJJJJJJJHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyy?A0000000000kk177777777
5712,3.010,Nsync-grv=    939883 Nsync-hyd=    269301  r*************************************ttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXeEccC999999HHHHH[[[[[yyyyy+++?A0001T7
5713,0.158,Nsync-grv=         0 Nsync-hyd=      7351  ::rEhEccc999HHHHHH[[[[[[[[[[[[[[[[[[[[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""oo?????AAAAI00KK1TF-
5714,1.004,Nsync-grv=    183217 Nsync-hyd=     36208  :re************************************************tttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXXeC999HH[[yy+++++++++"??I01F-
5715,0.003,Nsync-grv=         0 Nsync-hyd=        12  BhddddddddddddEcccccccccccCJJJJJJJJJHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyy???000000000k177777777F
5716,0.131,Nsync-grv=         0 Nsync-hyd=      7530  ::DEeecC99999HHHH[[[[[yyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""ooo??????AAAAAAI00Kk1TF-
5717,0.004,Nsync-grv=         0 Nsync-hyd=        30  BBhhdddddddddEccccccccccCJJJJJJJJjHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyy????000000000kT777777
5718,2.528,Nsync-grv=    601098 Nsync-hyd=    134760  r******************************ttttttttttttttttttttttxxxxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXEcJ9999HH[[[[yyy++++??A001TF
5719,0.002,Nsync-grv=         0 Nsync-hyd=         1  BBBhhdddddddddddddddddddDccccccccJJJJJJJJJJJJJJJJj[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[y???00000000000Kkkk177777777777777777FF
5720,0.138,Nsync-grv=         0 Nsync-hyd=      7507  :rDEhecJ9999HHHH[[[[[[[yyy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""ooo??????AAAAAI0KK1T7F-
5721,0.003,Nsync-grv=         0 Nsync-hyd=         6  BhdddddddddddddEcccccccccJJJJJJJJJJJjHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyy?A000000000Kkk17777777F
5722,1.077,Nsync-grv=    183344 Nsync-hyd=     36171  :r******************************************ttttttttttttttttttttxxxxxxxxxXXXXXXXXXXXXXXXXXXXeC999HH[[yy++++++++"o??A0KTF
5723,0.003,Nsync-grv=         0 Nsync-hyd=        18  BBbHddddddddddddddcccccccccCJJJJJJJJJJJHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyy??000000000KkkT7777777777F
5724,0.123,Nsync-grv=         0 Nsync-hyd=      7700  ::DEeeEJ999999HHH[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++lll""""""""oooo?????AAAAA)00Kk1T7F-
5725,0.003,Nsync-grv=         0 Nsync-hyd=        35  BBhhddddddddddeEcccccccCJJJJJJJJJJ99HHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyy???000000000KkT777777
5726,3.265,Nsync-grv=   1238416 Nsync-hyd=    301480  D*******************************************ttttttttttttttttxxxxxxxXXXXXXXXXXXXXXXXeEcccC9999999HHHH[[[[[yyyy++"?A00W1T7
5727,0.003,Nsync-grv=         0 Nsync-hyd=         7  BBhhhddddddddddddEcccccccccCJJJJJJJJJJJjHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyy????00000000000kk17777777777777F
5728,0.136,Nsync-grv=         0 Nsync-hyd=      7730  :rDEdecJ9999HHHH[[[[[[[[[yy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""oooo??????AAAAAA00Kk1TF-
5729,0.002,Nsync-grv=         0 Nsync-hyd=         6  BBBhhhdddddddddddddddccccccccccccccJJJJJJJJJJJJJH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[y??000000000000kk1777777777F
5730,1.116,Nsync-grv=    183442 Nsync-hyd=     36033  :D*************************************ttttttttttttttttttttttxxxxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXEJ99HH[[yy++++++++"?A01F
5731,0.004,Nsync-grv=         0 Nsync-hyd=        20  BBhhddddddddddddccccccccJJJJJJJJJJ9HHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyy???0000000000kkT7777777F
5732,0.138,Nsync-grv=         0 Nsync-hyd=      7881  :rDEeecJ9999HHHHH[[[[[[[[[yy++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll"""""""oooo??????AAAAA)00KK1T7F-
5733,0.004,Nsync-grv=         0 Nsync-hyd=        32  BBhhdddddddddEEcccccccccCCJJJJJJJJ9HHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyy???00000000kk777777
5734,2.162,Nsync-grv=    601843 Nsync-hyd=    134912  :****************************************ttttttttttttttttttttxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXecC99999HHH[[yyy++++"??A001TF
5735,0.004,Nsync-grv=         0 Nsync-hyd=         7  BBhhdddddddddddEcccccccccCJJJJJJJJJJHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyy??0000000000kk777777777F
5736,0.138,Nsync-grv=         0 Nsync-hyd=      7912  ::DEdEcc9999HHHHH[[[[[[[[yyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll""""""""ooo???????AAAAAI0KK1TF-
5737,0.003,Nsync-grv=         0 Nsync-hyd=         7  BBhdddddddddddddEcccccccccccCJJJJJJJJJJJHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyy????A0000000000kkT7777777F
5738,1.075,Nsync-grv=    183571 Nsync-hyd=     35996  :r****************************************tttttttttttttttttttttxxxxxxxxxxxxXXXXXXXXXXXXXXXXXXXXXE999HH[[y++++++++l"?A01F
5739,0.004,Nsync-grv=         0 Nsync-hyd=        10  BBhhdddddddddddEccccccccCJJJJJJJJJJ9HHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyy???000000000kk7777777F
5740,0.140,Nsync-grv=         0 Nsync-hyd=      8009  ::DEBhecJ9999HHHHH[[[[[[[yyyy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++ll""""""oooo??????AAAAA)00Kk1TF-
5741,0.004,Nsync-grv=         0 Nsync-hyd=        18  BBhddddddddddEccccccCJJJJJJJJJ9HHHHHHHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyyyyyyyy??00000000Kk1777777
5742,3.023,Nsync-grv=    938811 Nsync-hyd=    268678  r**************************************ttttttttttttttttxxxxxxxxxxXXXXXXXXXXXXXeEEccC9999999HHHH[[[[[[yyyyy+++"??AA0001T7
5743,0.003,Nsync-grv=         0 Nsync-hyd=        10  BBbhhdddddddddddEccccccCJJJJJJJJJJJHHH[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[yyy??A000000000000Kk1777777777777F
5744,0.149,Nsync-grv=         0 Nsync-hyd=      8001  :rdEdEC9999HHHH[[[[[[[[yy+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++l""""""oooo??????AAAAAI0KK1TFF
